,year,state,month,number
3930,2003,Pernambuco,Junho,2
3931,2004,Pernambuco,Junho,4
3932,2005,Pernambuco,Junho,3
3933,2006,Pernambuco,Junho,0
3934,2007,Pernambuco,Junho,1
3935,2008,Pernambuco,Junho,0
3936,2009,Pernambuco,Junho,1
3937,2010,Pernambuco,Junho,1
3938,2011,Pernambuco,Junho,4
3939,2012,Pernambuco,Junho,12
3940,2013,Pernambuco,Junho,12
3941,2014,Pernambuco,Junho,3
3942,2015,Pernambuco,Junho,3
3943,2016,Pernambuco,Junho,4
3944,2017,Pernambuco,Junho,5
3945,1998,Pernambuco,Julho,5
3946,1999,Pernambuco,Julho,2
3947,2000,Pernambuco,Julho,0
3948,2001,Pernambuco,Julho,6
3949,2002,Pernambuco,Julho,8
3950,2003,Pernambuco,Julho,5
3951,2004,Pernambuco,Julho,13
3952,2005,Pernambuco,Julho,1
3953,2006,Pernambuco,Julho,1
3954,2007,Pernambuco,Julho,3
3955,2008,Pernambuco,Julho,0
3956,2009,Pernambuco,Julho,1
3957,2010,Pernambuco,Julho,7
3958,2011,Pernambuco,Julho,2
3959,2012,Pernambuco,Julho,11
3960,2013,Pernambuco,Julho,4
3961,2014,Pernambuco,Julho,11
3962,2015,Pernambuco,Julho,13
3963,2016,Pernambuco,Julho,17
3964,2017,Pernambuco,Julho,2
3965,1998,Pernambuco,Agosto,12
3966,1999,Pernambuco,Agosto,3
3967,2000,Pernambuco,Agosto,31
3968,2001,Pernambuco,Agosto,27
3969,2002,Pernambuco,Agosto,37
3970,2003,Pernambuco,Agosto,26
3971,2004,Pernambuco,Agosto,41
3972,2005,Pernambuco,Agosto,10
3973,2006,Pernambuco,Agosto,8
3974,2007,Pernambuco,Agosto,20
3975,2008,Pernambuco,Agosto,2
3976,2009,Pernambuco,Agosto,10
3977,2010,Pernambuco,Agosto,29
3978,2011,Pernambuco,Agosto,27
3979,2012,Pernambuco,Agosto,27
3980,2013,Pernambuco,Agosto,14
3981,2014,Pernambuco,Agosto,23
3982,2015,Pernambuco,Agosto,21
3983,2016,Pernambuco,Agosto,42
3984,2017,Pernambuco,Agosto,20
3985,1998,Pernambuco,Setembro,177
3986,1999,Pernambuco,Setembro,64
3987,2000,Pernambuco,Setembro,130
3988,2001,Pernambuco,Setembro,298
3989,2002,Pernambuco,Setembro,374
3990,2003,Pernambuco,Setembro,510
3991,2004,Pernambuco,Setembro,192
3992,2005,Pernambuco,Setembro,154
3993,2006,Pernambuco,Setembro,147
3994,2007,Pernambuco,Setembro,164
3995,2008,Pernambuco,Setembro,92
3996,2009,Pernambuco,Setembro,164
3997,2010,Pernambuco,Setembro,179
3998,2011,Pernambuco,Setembro,243
3999,2012,Pernambuco,Setembro,192
4000,2013,Pernambuco,Setembro,143
4001,2014,Pernambuco,Setembro,63
4002,2015,Pernambuco,Setembro,116
4003,2016,Pernambuco,Setembro,171
4004,2017,Pernambuco,Setembro,69
4005,1998,Pernambuco,Outubro,372
4006,1999,Pernambuco,Outubro,180
4007,2000,Pernambuco,Outubro,411
4008,2001,Pernambuco,Outubro,461
4009,2002,Pernambuco,Outubro,638
4010,2003,Pernambuco,Outubro,859
4011,2004,Pernambuco,Outubro,545
4012,2005,Pernambuco,Outubro,408
4013,2006,Pernambuco,Outubro,310
4014,2007,Pernambuco,Outubro,702
4015,2008,Pernambuco,Outubro,274
4016,2009,Pernambuco,Outubro,254
4017,2010,Pernambuco,Outubro,347
4018,2011,Pernambuco,Outubro,461
4019,2012,Pernambuco,Outubro,222
4020,2013,Pernambuco,Outubro,161
4021,2014,Pernambuco,Outubro,174
4022,2015,Pernambuco,Outubro,194
4023,2016,Pernambuco,Outubro,319
4024,2017,Pernambuco,Outubro,256
4025,1998,Pernambuco,Novembro,141
4026,1999,Pernambuco,Novembro,41
4027,2000,Pernambuco,Novembro,64
4028,2001,Pernambuco,Novembro,208
4029,2002,Pernambuco,Novembro,521
4030,2003,Pernambuco,Novembro,560
4031,2004,Pernambuco,Novembro,465
4032,2005,Pernambuco,Novembro,452
4033,2006,Pernambuco,Novembro,385
4034,2007,Pernambuco,Novembro,359
4035,2008,Pernambuco,Novembro,363
4036,2009,Pernambuco,Novembro,486
4037,2010,Pernambuco,Novembro,831
4038,2011,Pernambuco,Novembro,352
4039,2012,Pernambuco,Novembro,181
4040,2013,Pernambuco,Novembro,110
4041,2014,Pernambuco,Novembro,111
4042,2015,Pernambuco,Novembro,315
4043,2016,Pernambuco,Novembro,191
4044,2017,Pernambuco,Novembro,66
4045,1998,Pernambuco,Dezembro,59
4046,1999,Pernambuco,Dezembro,16
4047,2000,Pernambuco,Dezembro,22
4048,2001,Pernambuco,Dezembro,62
4049,2002,Pernambuco,Dezembro,259
4050,2003,Pernambuco,Dezembro,229
4051,2004,Pernambuco,Dezembro,373
4052,2005,Pernambuco,Dezembro,191
4053,2006,Pernambuco,Dezembro,207
4054,2007,Pernambuco,Dezembro,200
4055,2008,Pernambuco,Dezembro,203
4056,2009,Pernambuco,Dezembro,351
4057,2010,Pernambuco,Dezembro,117
4058,2011,Pernambuco,Dezembro,364
4059,2012,Pernambuco,Dezembro,108
4060,2013,Pernambuco,Dezembro,141
4061,2014,Pernambuco,Dezembro,101
4062,2015,Pernambuco,Dezembro,176
4063,2016,Pernambuco,Dezembro,161
4064,1998,Piauí,Janeiro,0
4065,1999,Piauí,Janeiro,21
4066,2000,Piauí,Janeiro,5
4067,2001,Piauí,Janeiro,29
4068,2002,Piauí,Janeiro,33
4069,2003,Piauí,Janeiro,86
4070,2004,Piauí,Janeiro,42
4071,2005,Piauí,Janeiro,94
4072,2006,Piauí,Janeiro,133
4073,2007,Piauí,Janeiro,123
4074,2008,Piauí,Janeiro,61
4075,2009,Piauí,Janeiro,79
4076,2010,Piauí,Janeiro,99
4077,2011,Piauí,Janeiro,39
4078,2012,Piauí,Janeiro,80
4079,2013,Piauí,Janeiro,72
4080,2014,Piauí,Janeiro,79
4081,2015,Piauí,Janeiro,92
4082,2016,Piauí,Janeiro,94
4083,2017,Piauí,Janeiro,85
4084,1998,Piauí,Fevereiro,0
4085,1999,Piauí,Fevereiro,22
4086,2000,Piauí,Fevereiro,12
4087,2001,Piauí,Fevereiro,0
4088,2002,Piauí,Fevereiro,160
4089,2003,Piauí,Fevereiro,3
4090,2004,Piauí,Fevereiro,20
4091,2005,Piauí,Fevereiro,26
4092,2006,Piauí,Fevereiro,23
4093,2007,Piauí,Fevereiro,11
4094,2008,Piauí,Fevereiro,21
4095,2009,Piauí,Fevereiro,19
4096,2010,Piauí,Fevereiro,54
4097,2011,Piauí,Fevereiro,11
4098,2012,Piauí,Fevereiro,31
4099,2013,Piauí,Fevereiro,68
4100,2014,Piauí,Fevereiro,14
4101,2015,Piauí,Fevereiro,38
4102,2016,Piauí,Fevereiro,97
4103,2017,Piauí,Fevereiro,24
4104,1998,Piauí,Março,0
4105,1999,Piauí,Março,4
4106,2000,Piauí,Março,14
4107,2001,Piauí,Março,2
4108,2002,Piauí,Março,63
4109,2003,Piauí,Março,15
4110,2004,Piauí,Março,27
4111,2005,Piauí,Março,13
4112,2006,Piauí,Março,18
4113,2007,Piauí,Março,31
4114,2008,Piauí,Março,4
4115,2009,Piauí,Março,17
4116,2010,Piauí,Março,47
4117,2011,Piauí,Março,15
4118,2012,Piauí,Março,71
4119,2013,Piauí,Março,14
4120,2014,Piauí,Março,88
4121,2015,Piauí,Março,35
4122,2016,Piauí,Março,53
4123,2017,Piauí,Março,25
4124,1998,Piauí,Abril,0
4125,1999,Piauí,Abril,10
4126,2000,Piauí,Abril,15
4127,2001,Piauí,Abril,1
4128,2002,Piauí,Abril,87
4129,2003,Piauí,Abril,22
4130,2004,Piauí,Abril,10
4131,2005,Piauí,Abril,3
4132,2006,Piauí,Abril,1
4133,2007,Piauí,Abril,9
4134,2008,Piauí,Abril,7
4135,2009,Piauí,Abril,8
4136,2010,Piauí,Abril,56
4137,2011,Piauí,Abril,16
4138,2012,Piauí,Abril,119
4139,2013,Piauí,Abril,34
4140,2014,Piauí,Abril,63
4141,2015,Piauí,Abril,50
4142,2016,Piauí,Abril,35
4143,2017,Piauí,Abril,25
4144,1998,Piauí,Maio,0
4145,1999,Piauí,Maio,8
4146,2000,Piauí,Maio,25
4147,2001,Piauí,Maio,36
4148,2002,Piauí,Maio,84
4149,2003,Piauí,Maio,13
4150,2004,Piauí,Maio,80
4151,2005,Piauí,Maio,22
4152,2006,Piauí,Maio,0
4153,2007,Piauí,Maio,52
4154,2008,Piauí,Maio,12
4155,2009,Piauí,Maio,12
4156,2010,Piauí,Maio,231
4157,2011,Piauí,Maio,77
4158,2012,Piauí,Maio,334
4159,2013,Piauí,Maio,40
4160,2014,Piauí,Maio,138
4161,2015,Piauí,Maio,66
4162,2016,Piauí,Maio,60
4163,2017,Piauí,Maio,36
4164,1998,Piauí,Junho,46
4165,1999,Piauí,Junho,47
4166,2000,Piauí,Junho,18
4167,2001,Piauí,Junho,87
4168,2002,Piauí,Junho,161
4169,2003,Piauí,Junho,88
4170,2004,Piauí,Junho,239
4171,2005,Piauí,Junho,171
4172,2006,Piauí,Junho,40
4173,2007,Piauí,Junho,303
4174,2008,Piauí,Junho,33
4175,2009,Piauí,Junho,56
4176,2010,Piauí,Junho,208
4177,2011,Piauí,Junho,462
4178,2012,Piauí,Junho,834
4179,2013,Piauí,Junho,263
4180,2014,Piauí,Junho,373
4181,2015,Piauí,Junho,283
4182,2016,Piauí,Junho,153
4183,2017,Piauí,Junho,193
4184,1998,Piauí,Julho,189
4185,1999,Piauí,Julho,123
4186,2000,Piauí,Julho,75
4187,2001,Piauí,Julho,337
4188,2002,Piauí,Julho,534
4189,2003,Piauí,Julho,407
4190,2004,Piauí,Julho,564
4191,2005,Piauí,Julho,445
4192,2006,Piauí,Julho,150
4193,2007,Piauí,Julho,919
4194,2008,Piauí,Julho,97
4195,2009,Piauí,Julho,302
4196,2010,Piauí,Julho,1.696
4197,2011,Piauí,Julho,864
4198,2012,Piauí,Julho,1.755
4199,2013,Piauí,Julho,361
4200,2014,Piauí,Julho,1.177
4201,2015,Piauí,Julho,690
4202,2016,Piauí,Julho,754
4203,2017,Piauí,Julho,643
4204,1998,Piauí,Agosto,711
4205,1999,Piauí,Agosto,499
4206,2000,Piauí,Agosto,415
4207,2001,Piauí,Agosto,1.133
4208,2002,Piauí,Agosto,2.28
4209,2003,Piauí,Agosto,864
4210,2004,Piauí,Agosto,1.002
4211,2005,Piauí,Agosto,943
4212,2006,Piauí,Agosto,911
4213,2007,Piauí,Agosto,3.551
4214,2008,Piauí,Agosto,290
4215,2009,Piauí,Agosto,790
4216,2010,Piauí,Agosto,4.035
4217,2011,Piauí,Agosto,1.958
4218,2012,Piauí,Agosto,3.614
4219,2013,Piauí,Agosto,1.015
4220,2014,Piauí,Agosto,2.265
4221,2015,Piauí,Agosto,2.057
4222,2016,Piauí,Agosto,1.647
4223,2017,Piauí,Agosto,1.572
4224,1998,Piauí,Setembro,1.991
4225,1999,Piauí,Setembro,872
4226,2000,Piauí,Setembro,1.099
4227,2001,Piauí,Setembro,2.401
4228,2002,Piauí,Setembro,2.475
4229,2003,Piauí,Setembro,3.399
4230,2004,Piauí,Setembro,2.662
4231,2005,Piauí,Setembro,3.136
4232,2006,Piauí,Setembro,1.618
4233,2007,Piauí,Setembro,4.078
4234,2008,Piauí,Setembro,1.472
4235,2009,Piauí,Setembro,1.709
4236,2010,Piauí,Setembro,5.392
4237,2011,Piauí,Setembro,4.402
4238,2012,Piauí,Setembro,4.479
4239,2013,Piauí,Setembro,2.311
4240,2014,Piauí,Setembro,2.536
4241,2015,Piauí,Setembro,5.828
4242,2016,Piauí,Setembro,1.394
4243,2017,Piauí,Setembro,3.422
4244,1998,Piauí,Outubro,2.586
4245,1999,Piauí,Outubro,1.438
4246,2000,Piauí,Outubro,2.558
4247,2001,Piauí,Outubro,3.742
4248,2002,Piauí,Outubro,2.757
4249,2003,Piauí,Outubro,2.332
4250,2004,Piauí,Outubro,2.144
4251,2005,Piauí,Outubro,3.263
4252,2006,Piauí,Outubro,1.443
4253,2007,Piauí,Outubro,2.331
4254,2008,Piauí,Outubro,1.83
4255,2009,Piauí,Outubro,913
4256,2010,Piauí,Outubro,3.863
4257,2011,Piauí,Outubro,1.484
4258,2012,Piauí,Outubro,2.506
4259,2013,Piauí,Outubro,1.269
4260,2014,Piauí,Outubro,1.788
4261,2015,Piauí,Outubro,4.068
4262,2016,Piauí,Outubro,2.598
4263,2017,Piauí,Outubro,3.004
4264,1998,Piauí,Novembro,424
4265,1999,Piauí,Novembro,334
4266,2000,Piauí,Novembro,450
4267,2001,Piauí,Novembro,1.484
4268,2002,Piauí,Novembro,1.174
4269,2003,Piauí,Novembro,1.248
4270,2004,Piauí,Novembro,1.798
4271,2005,Piauí,Novembro,1.599
4272,2006,Piauí,Novembro,740
4273,2007,Piauí,Novembro,939
4274,2008,Piauí,Novembro,594
4275,2009,Piauí,Novembro,1.336
4276,2010,Piauí,Novembro,1.417
4277,2011,Piauí,Novembro,825
4278,2012,Piauí,Novembro,447
4279,2013,Piauí,Novembro,640
4280,2014,Piauí,Novembro,717
4281,2015,Piauí,Novembro,897
4282,2016,Piauí,Novembro,1.126
4283,2017,Piauí,Novembro,449
4284,1998,Piauí,Dezembro,119
4285,1999,Piauí,Dezembro,74
4286,2000,Piauí,Dezembro,79
4287,2001,Piauí,Dezembro,230
4288,2002,Piauí,Dezembro,373
4289,2003,Piauí,Dezembro,459
4290,2004,Piauí,Dezembro,788
4291,2005,Piauí,Dezembro,486
4292,2006,Piauí,Dezembro,339
4293,2007,Piauí,Dezembro,317
4294,2008,Piauí,Dezembro,329
4295,2009,Piauí,Dezembro,570
4296,2010,Piauí,Dezembro,357
4297,2011,Piauí,Dezembro,362
4298,2012,Piauí,Dezembro,334
4299,2013,Piauí,Dezembro,468
4300,2014,Piauí,Dezembro,346
4301,2015,Piauí,Dezembro,626
4302,2016,Piauí,Dezembro,374
4303,1998,Rio de Janeiro,Janeiro,0
4304,1999,Rio de Janeiro,Janeiro,0
4305,2000,Rio de Janeiro,Janeiro,0
4306,2001,Rio de Janeiro,Janeiro,0
4307,2002,Rio de Janeiro,Janeiro,0
4308,2003,Rio de Janeiro,Janeiro,0
4309,2004,Rio de Janeiro,Janeiro,1
4310,2005,Rio de Janeiro,Janeiro,5
4311,2006,Rio de Janeiro,Janeiro,12
4312,2007,Rio de Janeiro,Janeiro,0
4313,2008,Rio de Janeiro,Janeiro,1
4314,2009,Rio de Janeiro,Janeiro,3
4315,2010,Rio de Janeiro,Janeiro,13
4316,2011,Rio de Janeiro,Janeiro,10
4317,2012,Rio de Janeiro,Janeiro,12
4318,2013,Rio de Janeiro,Janeiro,9
4319,2014,Rio de Janeiro,Janeiro,35
4320,2015,Rio de Janeiro,Janeiro,97
4321,2016,Rio de Janeiro,Janeiro,9
4322,2017,Rio de Janeiro,Janeiro,15
4323,1998,Rio de Janeiro,Fevereiro,0
4324,1999,Rio de Janeiro,Fevereiro,0
4325,2000,Rio de Janeiro,Fevereiro,1
4326,2001,Rio de Janeiro,Fevereiro,3
4327,2002,Rio de Janeiro,Fevereiro,1
4328,2003,Rio de Janeiro,Fevereiro,10
4329,2004,Rio de Janeiro,Fevereiro,8
4330,2005,Rio de Janeiro,Fevereiro,4
4331,2006,Rio de Janeiro,Fevereiro,7
4332,2007,Rio de Janeiro,Fevereiro,15
4333,2008,Rio de Janeiro,Fevereiro,2
4334,2009,Rio de Janeiro,Fevereiro,5
4335,2010,Rio de Janeiro,Fevereiro,73
4336,2011,Rio de Janeiro,Fevereiro,36
4337,2012,Rio de Janeiro,Fevereiro,11
4338,2013,Rio de Janeiro,Fevereiro,12
4339,2014,Rio de Janeiro,Fevereiro,116
4340,2015,Rio de Janeiro,Fevereiro,36
4341,2016,Rio de Janeiro,Fevereiro,16
4342,2017,Rio de Janeiro,Fevereiro,34
4343,1998,Rio de Janeiro,Março,0
4344,1999,Rio de Janeiro,Março,0
4345,2000,Rio de Janeiro,Março,0
4346,2001,Rio de Janeiro,Março,0
4347,2002,Rio de Janeiro,Março,1
4348,2003,Rio de Janeiro,Março,23
4349,2004,Rio de Janeiro,Março,4
4350,2005,Rio de Janeiro,Março,7
4351,2006,Rio de Janeiro,Março,8
4352,2007,Rio de Janeiro,Março,27
4353,2008,Rio de Janeiro,Março,2
4354,2009,Rio de Janeiro,Março,5
4355,2010,Rio de Janeiro,Março,10
4356,2011,Rio de Janeiro,Março,7
4357,2012,Rio de Janeiro,Março,20
4358,2013,Rio de Janeiro,Março,9
4359,2014,Rio de Janeiro,Março,38
4360,2015,Rio de Janeiro,Março,23
4361,2016,Rio de Janeiro,Março,16
4362,2017,Rio de Janeiro,Março,10
4363,1998,Rio de Janeiro,Abril,0
4364,1999,Rio de Janeiro,Abril,1
4365,2000,Rio de Janeiro,Abril,2
4366,2001,Rio de Janeiro,Abril,2
4367,2002,Rio de Janeiro,Abril,8
4368,2003,Rio de Janeiro,Abril,11
4369,2004,Rio de Janeiro,Abril,3
4370,2005,Rio de Janeiro,Abril,1
4371,2006,Rio de Janeiro,Abril,8
4372,2007,Rio de Janeiro,Abril,9
4373,2008,Rio de Janeiro,Abril,2
4374,2009,Rio de Janeiro,Abril,1
4375,2010,Rio de Janeiro,Abril,10
4376,2011,Rio de Janeiro,Abril,12
4377,2012,Rio de Janeiro,Abril,12
4378,2013,Rio de Janeiro,Abril,9
4379,2014,Rio de Janeiro,Abril,25
4380,2015,Rio de Janeiro,Abril,24
4381,2016,Rio de Janeiro,Abril,45
4382,2017,Rio de Janeiro,Abril,12
4383,1998,Rio de Janeiro,Maio,0
4384,1999,Rio de Janeiro,Maio,7
4385,2000,Rio de Janeiro,Maio,5
4386,2001,Rio de Janeiro,Maio,4
4387,2002,Rio de Janeiro,Maio,4
4388,2003,Rio de Janeiro,Maio,1
4389,2004,Rio de Janeiro,Maio,0
4390,2005,Rio de Janeiro,Maio,11
4391,2006,Rio de Janeiro,Maio,4
4392,2007,Rio de Janeiro,Maio,2
4393,2008,Rio de Janeiro,Maio,0
4394,2009,Rio de Janeiro,Maio,37
4395,2010,Rio de Janeiro,Maio,6
4396,2011,Rio de Janeiro,Maio,17
4397,2012,Rio de Janeiro,Maio,18
4398,2013,Rio de Janeiro,Maio,16
4399,2014,Rio de Janeiro,Maio,20
4400,2015,Rio de Janeiro,Maio,21
4401,2016,Rio de Janeiro,Maio,30
4402,2017,Rio de Janeiro,Maio,15
4403,1998,Rio de Janeiro,Junho,3
4404,1999,Rio de Janeiro,Junho,8
4405,2000,Rio de Janeiro,Junho,14
4406,2001,Rio de Janeiro,Junho,13
4407,2002,Rio de Janeiro,Junho,13
4408,2003,Rio de Janeiro,Junho,13
4409,2004,Rio de Janeiro,Junho,19
4410,2005,Rio de Janeiro,Junho,16
4411,2006,Rio de Janeiro,Junho,19
4412,2007,Rio de Janeiro,Junho,3
4413,2008,Rio de Janeiro,Junho,4
4414,2009,Rio de Janeiro,Junho,33
4415,2010,Rio de Janeiro,Junho,7
4416,2011,Rio de Janeiro,Junho,33
4417,2012,Rio de Janeiro,Junho,14
4418,2013,Rio de Janeiro,Junho,17
4419,2014,Rio de Janeiro,Junho,54
4420,2015,Rio de Janeiro,Junho,33
4421,2016,Rio de Janeiro,Junho,37
4422,2017,Rio de Janeiro,Junho,68
4423,1998,Rio de Janeiro,Julho,21
4424,1999,Rio de Janeiro,Julho,14
4425,2000,Rio de Janeiro,Julho,22
4426,2001,Rio de Janeiro,Julho,57
4427,2002,Rio de Janeiro,Julho,17
4428,2003,Rio de Janeiro,Julho,42
4429,2004,Rio de Janeiro,Julho,23
4430,2005,Rio de Janeiro,Julho,20
4431,2006,Rio de Janeiro,Julho,54
4432,2007,Rio de Janeiro,Julho,15
4433,2008,Rio de Janeiro,Julho,14
4434,2009,Rio de Janeiro,Julho,56
4435,2010,Rio de Janeiro,Julho,55
4436,2011,Rio de Janeiro,Julho,121
4437,2012,Rio de Janeiro,Julho,50
4438,2013,Rio de Janeiro,Julho,58
4439,2014,Rio de Janeiro,Julho,62
4440,2015,Rio de Janeiro,Julho,74
4441,2016,Rio de Janeiro,Julho,131
4442,2017,Rio de Janeiro,Julho,70
4443,1998,Rio de Janeiro,Agosto,21
4444,1999,Rio de Janeiro,Agosto,88
4445,2000,Rio de Janeiro,Agosto,34
4446,2001,Rio de Janeiro,Agosto,129
4447,2002,Rio de Janeiro,Agosto,184
4448,2003,Rio de Janeiro,Agosto,191
4449,2004,Rio de Janeiro,Agosto,74
4450,2005,Rio de Janeiro,Agosto,98
4451,2006,Rio de Janeiro,Agosto,79
4452,2007,Rio de Janeiro,Agosto,189
4453,2008,Rio de Janeiro,Agosto,19
4454,2009,Rio de Janeiro,Agosto,91
4455,2010,Rio de Janeiro,Agosto,316
4456,2011,Rio de Janeiro,Agosto,250
4457,2012,Rio de Janeiro,Agosto,72
4458,2013,Rio de Janeiro,Agosto,74
4459,2014,Rio de Janeiro,Agosto,199
4460,2015,Rio de Janeiro,Agosto,158
4461,2016,Rio de Janeiro,Agosto,241
4462,2017,Rio de Janeiro,Agosto,164
4463,1998,Rio de Janeiro,Setembro,44
4464,1999,Rio de Janeiro,Setembro,192
4465,2000,Rio de Janeiro,Setembro,16
4466,2001,Rio de Janeiro,Setembro,60
4467,2002,Rio de Janeiro,Setembro,45
4468,2003,Rio de Janeiro,Setembro,166
4469,2004,Rio de Janeiro,Setembro,205
4470,2005,Rio de Janeiro,Setembro,46
4471,2006,Rio de Janeiro,Setembro,197
4472,2007,Rio de Janeiro,Setembro,223
4473,2008,Rio de Janeiro,Setembro,132
4474,2009,Rio de Janeiro,Setembro,90
4475,2010,Rio de Janeiro,Setembro,353
4476,2011,Rio de Janeiro,Setembro,510
4477,2012,Rio de Janeiro,Setembro,172
4478,2013,Rio de Janeiro,Setembro,117
4479,2014,Rio de Janeiro,Setembro,318
4480,2015,Rio de Janeiro,Setembro,85
4481,2016,Rio de Janeiro,Setembro,195
4482,2017,Rio de Janeiro,Setembro,728
4483,1998,Rio de Janeiro,Outubro,6
4484,1999,Rio de Janeiro,Outubro,30
4485,2000,Rio de Janeiro,Outubro,25
4486,2001,Rio de Janeiro,Outubro,33
4487,2002,Rio de Janeiro,Outubro,313
4488,2003,Rio de Janeiro,Outubro,81
4489,2004,Rio de Janeiro,Outubro,26
4490,2005,Rio de Janeiro,Outubro,116
4491,2006,Rio de Janeiro,Outubro,12
4492,2007,Rio de Janeiro,Outubro,137
4493,2008,Rio de Janeiro,Outubro,42
4494,2009,Rio de Janeiro,Outubro,18
4495,2010,Rio de Janeiro,Outubro,35
4496,2011,Rio de Janeiro,Outubro,114
4497,2012,Rio de Janeiro,Outubro,163
4498,2013,Rio de Janeiro,Outubro,44
4499,2014,Rio de Janeiro,Outubro,500
4500,2015,Rio de Janeiro,Outubro,96
4501,2016,Rio de Janeiro,Outubro,30
4502,2017,Rio de Janeiro,Outubro,238
4503,1998,Rio de Janeiro,Novembro,6
4504,1999,Rio de Janeiro,Novembro,16
4505,2000,Rio de Janeiro,Novembro,2
4506,2001,Rio de Janeiro,Novembro,4
4507,2002,Rio de Janeiro,Novembro,11
4508,2003,Rio de Janeiro,Novembro,5
4509,2004,Rio de Janeiro,Novembro,49
4510,2005,Rio de Janeiro,Novembro,12
4511,2006,Rio de Janeiro,Novembro,1
4512,2007,Rio de Janeiro,Novembro,1
4513,2008,Rio de Janeiro,Novembro,0
4514,2009,Rio de Janeiro,Novembro,27
4515,2010,Rio de Janeiro,Novembro,23
4516,2011,Rio de Janeiro,Novembro,20
4517,2012,Rio de Janeiro,Novembro,13
4518,2013,Rio de Janeiro,Novembro,28
4519,2014,Rio de Janeiro,Novembro,36
4520,2015,Rio de Janeiro,Novembro,6
4521,2016,Rio de Janeiro,Novembro,19
4522,2017,Rio de Janeiro,Novembro,43
4523,1998,Rio de Janeiro,Dezembro,1
4524,1999,Rio de Janeiro,Dezembro,0
4525,2000,Rio de Janeiro,Dezembro,0
4526,2001,Rio de Janeiro,Dezembro,2
4527,2002,Rio de Janeiro,Dezembro,8
4528,2003,Rio de Janeiro,Dezembro,10
4529,2004,Rio de Janeiro,Dezembro,9
4530,2005,Rio de Janeiro,Dezembro,2
4531,2006,Rio de Janeiro,Dezembro,0
4532,2007,Rio de Janeiro,Dezembro,0
4533,2008,Rio de Janeiro,Dezembro,6
4534,2009,Rio de Janeiro,Dezembro,1
4535,2010,Rio de Janeiro,Dezembro,10
4536,2011,Rio de Janeiro,Dezembro,3
4537,2012,Rio de Janeiro,Dezembro,18
4538,2013,Rio de Janeiro,Dezembro,12
4539,2014,Rio de Janeiro,Dezembro,25
4540,2015,Rio de Janeiro,Dezembro,11
4541,2016,Rio de Janeiro,Dezembro,5
4542,1998,Rio Grande do Norte,Janeiro,0
4543,1999,Rio Grande do Norte,Janeiro,32
4544,2000,Rio Grande do Norte,Janeiro,1
4545,2001,Rio Grande do Norte,Janeiro,2
4546,2002,Rio Grande do Norte,Janeiro,4
4547,2003,Rio Grande do Norte,Janeiro,113
4548,2004,Rio Grande do Norte,Janeiro,44
4549,2005,Rio Grande do Norte,Janeiro,153
4550,2006,Rio Grande do Norte,Janeiro,93
4551,2007,Rio Grande do Norte,Janeiro,63
4552,2008,Rio Grande do Norte,Janeiro,70
4553,2009,Rio Grande do Norte,Janeiro,110
4554,2010,Rio Grande do Norte,Janeiro,32
4555,2011,Rio Grande do Norte,Janeiro,15
4556,2012,Rio Grande do Norte,Janeiro,72
4557,2013,Rio Grande do Norte,Janeiro,25
4558,2014,Rio Grande do Norte,Janeiro,34
4559,2015,Rio Grande do Norte,Janeiro,45
4560,2016,Rio Grande do Norte,Janeiro,15
4561,2017,Rio Grande do Norte,Janeiro,28
4562,1998,Rio Grande do Norte,Fevereiro,0
4563,1999,Rio Grande do Norte,Fevereiro,11
4564,2000,Rio Grande do Norte,Fevereiro,7
4565,2001,Rio Grande do Norte,Fevereiro,0
4566,2002,Rio Grande do Norte,Fevereiro,18
4567,2003,Rio Grande do Norte,Fevereiro,9
4568,2004,Rio Grande do Norte,Fevereiro,5
4569,2005,Rio Grande do Norte,Fevereiro,42
4570,2006,Rio Grande do Norte,Fevereiro,21
4571,2007,Rio Grande do Norte,Fevereiro,9
4572,2008,Rio Grande do Norte,Fevereiro,25
4573,2009,Rio Grande do Norte,Fevereiro,8
4574,2010,Rio Grande do Norte,Fevereiro,12
4575,2011,Rio Grande do Norte,Fevereiro,5
4576,2012,Rio Grande do Norte,Fevereiro,13
4577,2013,Rio Grande do Norte,Fevereiro,24
4578,2014,Rio Grande do Norte,Fevereiro,8
4579,2015,Rio Grande do Norte,Fevereiro,15
4580,2016,Rio Grande do Norte,Fevereiro,2
4581,2017,Rio Grande do Norte,Fevereiro,10
4582,1998,Rio Grande do Norte,Março,0
4583,1999,Rio Grande do Norte,Março,9
4584,2000,Rio Grande do Norte,Março,11
4585,2001,Rio Grande do Norte,Março,0
4586,2002,Rio Grande do Norte,Março,3
4587,2003,Rio Grande do Norte,Março,1
4588,2004,Rio Grande do Norte,Março,1
4589,2005,Rio Grande do Norte,Março,15
4590,2006,Rio Grande do Norte,Março,8
